50,@user انسان تافه وحقير فيه من النذاله مايمنعنا من الرد على وسخ مثله لولا وساخه الدنبوع لما اوصل الحوثي…
51,@user @user @user وعندك وحدة بايرة يأسة من الحياة ومن العرس
52,@user ده كلام زوله بايره
53,@user @user بصي لنفسك الاول يا بايره
54,انتى صدقتى بجد ده انا كنت بعملك قيمه يا بايره <U+1F60C> <U+1F602> — بايره كمان <U+1F612><U+1F602> هشششش
55,@user معانا الاخت عافية بايرة بتقرأ في الزعيم الأزهري
56,@user @user @user يا شارب بول البعير انت نكرة وبلادك العاهرة التي انجبت لقطاء مثلك يا عار الامه
57,@user @user يا احقر خنزير يا شارب بول البعير واكل روثه يا صاحب البارات و المراقص يا عميل الاسرائليين و الامريكيي
58,@user @user @user انت ايها النتن نتانة عرقك المقرف تتطاول على بلادي التي هي اكبر من بلدك مساحة…
59,@user انت مثل بول البعير
60,@user @user @user @user @user ههههههههههه عد انا دريت انا بول البعير له اثر اقوء من الخمر
61,@user @user ههههه يكفينا فخرا أننا صمدنا و نسعى إلى تحرير أرضنا يا شاربي بول البعير .. بعدين عم تحكي عن ايران… @URL
62,@user @user @user تجرأت وتدخلت في اليمن بلادك ههههههه وهي تعاني مع الحوثي الى يومنا هذا ههههه ف…
63,هذا قائدشرطةدبي قد اكثر من شرب بول البعير حتى صار حماراً فوتشوبياً
64,@user لاتكون تكثر من شرب بول البعير فقد اكثرت من الشرب حتى اصبحت حمارا
65,@user كس امك <U+1F335> اختتتتفوووو عليك وعلى اشكالك يا انجس من بول البعير ..
66,@user @user ههههههههه لا يا ابله بول البعير اوصى به الرسول واما بول البنجالي خلك في في شرب بول حميركم…
67,@user @user انت مش عاجبك أن الأجانب رواتبهم أعلي منكم عارفة هما أعلي منكم ليه عشان انتو بهايم ومينفعش ال…
68,@user @user هههه البقرة امك يا شارب بول البعير ويللي ابوك ناكح الماعز والحمير انتم ما انتم سوى حيوانات ن…
69,يضحكوا على الهندوسي لأنه بيشرب بول البقر وهم بيشربوا بول البعير!
70,@user هذه التغريدة توثق مقولة قثم إنما جئت لأتمم مكارم الأخلاق فاستبدل بول البقر ببول البعير
71,@user بول البعير افضل من بول السياح هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
72,عقبالك ياحبيب أمك فى جهاد النكاح.وجمال كان الدكر وإنت نتايته ..اللبؤة.. ها ها ها
73,@user وانت ابن وشو ياحمار انت والعطية خنازير انجاس ياطراطير الشاذ تميم اميرك شاذ ياحمار يابن الحمار
74,@user خنازير ابناء خنازير اصدقاء خنازير تنبح علي الام
75,@user عاد هذا الفالي سيد كذابين الدين الشيعي دين خنازير لعنة الله على من أسسه الخنزير اليهودي إبن سبأ و الخن…
76,@user يبدو أنك كلب وراضع من حماره و تربى مع خنازير ( ما تفهم أن الرياض عاصمة دولة تقود العالم الإسلامي) جهز جوازك… @URL
77,@user @user هاذا اخبث انسان خبث نجاسة الفلسطينين كلها اجتمعت فية اقطع منة حليب خنازير يقلب
78,@user @user معصب من شيعة النعال عليهم
79,لعنة الله وودي يلطمون بالنعال بعد غمسه بترب خربلاء ع رواسهم ل… @URL
80,@user خنازير مرتدين باعوا آخرتهم ودنياهم من أجل إرضاء أمريكا ودول الصليب عنهم أخزاهم الله!! والقادم أدهى وأمر بإذنه تعالى
81,RT @user يا خنزير هذا ملكٌ أبا عن جد، خلفه ملوك ملؤوا الأرض عزا وفخرا، لم يكونوا يوما تابعين للاستعمار ولا منقلبين على الأهل والأعمام
82,@user اكيد هذا خنزير حوثي لعنة الله على الرافضه عبيد المجوس ليته يرسلي خاص ابسأله عن الموت لأسرائيل لعنة الله على تقيتهم الذميمه
83,@user كيف تسمى هذا الكائن الديووث بالاستاذ فهذا خنزير من ارباب العلمانية والفجور
84,@user ماذا عن السعودي !!؟؟ هههههههه عربان اوباش حضيرة خنزير والله اطهر من طاهركم ! سفله
85,@user @user يا خنزير ما دخل اختك فينا .. اذا ما بدكم اقصاكم لطيزي بس لاتسوقو الشرف علينا وتقولو استقبلنا
86,@user بل نبع منها الشرك وعبادة القبر والضريح والثارات واللطم والتطبير والزحف للقبور وأكل الطين والتراب القذر ب…
87,@user صحيح الاخونجي جرو ثم كلب ثم خنزي
88,@user @user @user امشي بعيد يا خنزير يازبال الارض
89,أسري أسري ياوااااااد لا أسريلك قال صقر قال والله ما أنت إلا خنزير مؤدلج
90,ديوث امه يرسل لي صورتها اححح #رتويت وتفاعل يلا
91,@user #علاء_الاسواني اذا ماكنش ديوث زيك يقول كدة امال مين اللي هايقول وانت كل كتاباتك قصص جنسيه ..محدش قلك ان دا حريه شخصيه زي…
92,@user @user اذا كان الروافض الفرس المجوس الصفويون الهندوس يؤمنون بهذا الكلام فاليشهد التاريخ انني ا
93,@user ههههههه منطق غبي وأسلوب فكر رافضي جبان
94,RT @user احمد الله جلا وعلا على سلامة المنهج والمعتقدت حزبي ولا بدعي ولا خرافي ولا قبوري ولا صوفي  ولا رافضي ولا تكفيري...#سلفي_أ…
95,@user حين يكتب رافضي يشتم الأمة ودينها وقادتها أودرزي يؤز الفتن بين أبنائها أومهرطق يشكك بهويتها فإن الفضائيات تصفق طربا لذلك .…
96,@user خبيث مرتزق رافضي حاقد من بقايا الدولة العبيدية
97,@user @user @user اسمها اسراء العمر فلسطيزيه عايشه ومستمتعه بحقوق عمل مواطنات سعوديات عاطلات وهذا وجهها الق
98,@user هذه كائنات فضائية، حدكم يا حريم ترى مافي أحسن من سواقة رجالنا <U+1F602><U+1F92B> هههههه عنجد شر البلية ما يضحك
99,#ياسر_الفيصل انسان مستشرف لو فيه خير ومعه الحق كان منزل صورته وجنسيته مو يبابي ورا اسم مستعار ( سوري وسخ ) بنات الس… @URL
